tweet,Mind reading,Labelling,Fortune telling,Overgeneralising,Emotional Reasoning,Personalising,Shoulds and Musts,words count,polarity,subjectivity,Depressed
http twitpic com 6blx4 first picture of baby squirrel she is all shy but so sweet,0.682,0.711,0.767,0.905,0.771,0.732,0.775,16,0.033333333333333326,0.49444444444444446,0
hahahahahahahah well as long as i do,0.844,0.752,0.557,0.751,0.829,0.679,0.534,7,-0.05,0.4,0
magazine im having heart attacks just looking at the preview,0.785,0.884,0.759,0.826,0.769,0.734,0.978,10,0.0,0.0,0
depression is tough to deal with its not like you can easily snap out of it that shit is hard af,0.567,0.616,0.623,0.641,0.484,0.602,0.572,21,-0.11180555555555556,0.7520833333333333,0
laurie thanks lovely,0.816,0.702,0.831,0.882,0.897,0.688,0.745,3,0.35,0.475,0
shower soon reading geopolitics and listening to kings of leon,0.942,0.987,0.945,0.866,0.916,0.829,0.764,10,0.0,0.0,0
got back from dinner and dessert out with the girls,0.771,0.969,0.837,0.925,0.957,0.706,0.684,10,0.0,0.0,0
im digging through the cd collection for some now,0.882,0.933,0.972,0.868,0.914,0.88,0.833,9,0.0,0.0,0
recognizing the signs of depression when someone close to you has,0.574,0.642,0.624,0.689,0.545,0.593,0.679,11,0.0,0.0,0
thanks our green tea w blueberry is one of my own personal faves but most ppl mention pomegranate diff ppl diff tastes,0.835,0.873,0.922,0.97,0.873,0.868,0.717,22,0.22000000000000003,0.45999999999999996,0
thank you for the mention,0.77,0.732,0.797,0.907,0.789,0.613,0.691,5,0.0,0.0,0
bout go down b more schools almost out time to start actin reckless,0.778,0.743,0.616,0.56,0.668,0.659,0.743,13,0.17222222222222222,0.3944444444444445,0
tweeting from cracker barrel,0.864,0.945,0.868,0.969,1,0.931,0.902,4,0.0,0.0,0
awwwww you deserve to have this team dedicated to you cause just simple you are awesome,0.746,0.727,0.641,0.817,0.727,0.469,0.552,16,0.5,0.6785714285714286,0
go to cinema and watch hannah montana,0.986,1,0.908,0.966,1,0.951,0.883,7,0.0,0.0,0
been a little quiet again since last weekends awesome workshop also a little blue depression,0.652,0.705,0.768,0.684,0.622,0.688,0.826,15,0.10416666666666667,0.4166666666666667,0
has britney spears songs all over his desktop now,0.874,0.919,0.883,0.863,0.941,0.869,0.913,9,0.0,0.0,0
za no luckily not it seems,0.64,0.441,0.605,0.486,0.629,0.65,0.797,6,-0.16666666666666666,0.8333333333333334,0
vintage depression era candlewick single candle holder by imperial glass company,0.816,0.837,0.841,0.848,0.89,0.886,0.932,11,-0.07142857142857142,0.21428571428571427,0
welcome back to iowa,0.905,0.811,0.803,0.944,0.883,0.694,0.763,4,0.4,0.45,0
i love the ringing in my ears twas a good night,0.732,0.743,0.684,0.759,0.753,0.645,0.693,11,0.6,0.6000000000000001,0
the social epidemic that doubles depression and anxiety risk,0.823,0.765,0.721,0.802,0.743,0.779,0.839,9,0.03333333333333333,0.06666666666666667,0
jenn i just wanted to say that i think that you are so beautiful ugh i seriously love you lt 3,0.775,0.761,0.758,0.874,0.749,0.814,0.761,21,0.675,0.8,0
man do not you have some pornography to attend to oh and yes we can have anal sex on the sims 3,0.785,0.879,0.868,0.892,0.793,0.874,0.79,22,0.0,0.0,0
have you been to see a doctor yet feel better soon,0.858,0.945,0.808,0.883,0.823,0.818,0.727,11,0.5,0.5,0
that is a good one although it may have got 90 of the votes,0.744,0.752,0.86,0.842,0.862,0.821,0.778,14,0.7,0.6000000000000001,0
enjoying the nice 64f weather in sf n watching the angels vs the giants i wish i had my camera tho,0.843,0.896,0.869,0.946,0.865,0.829,0.816,21,0.55,0.8,0
black children drown in depression and cannot even talk to their families,0.564,0.681,0.576,0.495,0.463,0.541,0.876,12,-0.16666666666666666,0.43333333333333335,0
good morning,0.9,0.752,0.757,0.828,0.888,0.583,0.672,2,0.7,0.6000000000000001,0
mcintyre try to map out list of what was lost and just notes down as you think of them and breath of course,0.659,0.765,0.756,0.724,0.766,0.796,0.671,23,-0.15555555555555559,0.2888888888888889,0
we have got to make the most of it before the weather changes at least we do here in glasgow lol,0.85,0.842,0.633,0.576,0.622,0.664,0.558,21,0.3333333333333333,0.5333333333333333,0
been invited to join a group in second life called quot ballistic autistics quot cute name,0.837,0.887,0.829,1,0.945,0.816,0.828,16,0.25,0.5,0
haterade pullllllllease,0.436,0.525,0.603,0.531,0.487,0.571,0.794,2,0.0,0.0,0
did you get another textttttttt aahahaa im goin to send u one every hourr ringg,0.926,0.969,0.749,0.821,0.897,0.816,0.677,15,0.0,0.0,0
so excited for tuesday,0.848,0.868,0.78,0.894,0.832,0.75,0.806,4,0.375,0.75,0
am just making my third need to fuel up for a busy day of filling orders,0.786,0.926,0.845,0.767,0.666,0.672,0.778,16,0.05,0.15,0
woohoo just bought me a twilight and joker poster,0.932,0.893,0.94,0.897,0.878,0.826,0.842,9,0.0,0.0,0
talnet show tonight at my church not sure how its a fundraiser,0.842,0.991,0.786,0.928,0.779,0.836,0.845,12,-0.25,0.8888888888888888,0
my pleasure,0.823,0.728,0.773,0.891,0.844,0.54,0.698,2,0.0,0.0,0
hey abi nice to see you online,0.869,0.894,0.856,0.957,0.833,0.651,0.809,7,0.6,1.0,0
dang how do i feel about meeting will ferrell coolll,0.807,0.813,0.813,0.843,0.935,0.922,0.773,10,0.0,0.0,0
omgomgomgomg so friggin excited,0.755,0.64,0.6,0.707,0.752,0.607,0.742,4,0.375,0.75,0
stique you already have silly,0.794,0.771,0.651,0.676,0.859,0.62,0.714,5,-0.5,0.875,0
thanks for the well wishes and you will like a big ass guy to help you in therapy and you will love it hahahaaa,0.676,0.814,0.819,1,0.714,0.761,0.743,24,0.2333333333333333,0.3,0
yesterday was sooo much fun last night too lt 3 live long and prosper happy mothers day,0.846,0.796,0.648,0.867,0.828,0.611,0.642,17,0.2372727272727273,0.4333333333333333,0
k fest 2moro can not wait 2 c 3oh 3 oh nd i get free ice cream friendly s 2day,0.854,0.915,0.829,0.979,0.948,0.822,0.764,20,0.3875,0.65,0
it gets left behind in the teenage years replaced by intense memes about depression honestly not all that bad tbh,0.617,0.716,0.758,0.703,0.683,0.672,0.793,20,-0.19999999999999996,0.5444444444444444,0
am sorry i didnt come 2 the movie i watched wild child tho its funny xxx,0.629,0.747,0.626,0.818,0.632,0.713,0.712,16,-0.05000000000000001,0.7999999999999999,0
all good i think today went quite well and tomorrow is looking ok too what is news with you,0.843,0.86,0.61,0.821,0.84,0.568,0.63,19,0.6,0.55,0
off to gh to meet up shawarma time,0.955,1,0.815,0.9,0.877,0.742,0.721,8,0.0,0.0,0
you have been saving those up have not you,0.814,0.904,0.759,0.878,0.938,0.667,0.668,9,0.0,0.0,0
my depression anxiety creeping up on me,0.613,0.585,0.578,0.628,0.4,0.592,0.674,7,0.0,0.0,0
we finally spoke about my depression and besides not believing in this whole disorder she gave me her blessing to go ahead and admit myself at a hospital emoji loudly crying face emoji loudly crying face emoji loudly crying face emoji loudly crying face emoji loudly crying face,0.556,0.721,0.737,0.654,0.563,0.517,0.683,48,-0.1142857142857143,0.6285714285714287,0
to be blunt it is a tokin puff piece drops mic blows out of the joint emoji right pointing backhand index light skin tone could one puff of cannabis ease depression via,0.791,0.85,0.894,0.942,0.869,0.898,0.819,32,0.34285714285714286,0.6178571428571429,0
from there i tried to have regular conversations again he has depression and he is not open about anything he is also moody around me mostly because am such a terrible friend eventually that wretched terrible side of me took over it decided that it had enough of it,0.337,0.64,0.6,0.569,0.393,0.412,0.624,49,-0.21428571428571427,0.5824175824175823,0
he is probably living on the street eating in soup kitchens with some sort of depression disorder,0.654,0.792,0.716,0.747,0.666,0.739,0.88,17,0.0,0.0,0
and quiet most depression i once read occurs when we have a felt need to make a decision or solve an issue we may not realize it at the time,0.487,0.603,0.591,0.637,0.532,0.625,0.699,30,0.25,0.41666666666666663,0
thanks,0.767,0.707,0.786,0.803,0.895,0.649,0.652,1,0.2,0.2,0
nick is always a trendy topic,0.781,0.73,0.681,0.63,0.714,0.662,0.742,6,0.6,0.9,0
especially for hi,0.867,0.653,0.773,0.795,0.854,0.604,0.65,3,0.0,1.0,0
ignorance is bliss so yeah,0.593,0.611,0.768,0.657,0.74,0.735,0.683,5,0.0,0.0,0
we the kings out of sight in nottingham tonight gonna be so much fun,0.786,0.823,0.736,0.78,0.814,0.755,0.787,14,0.3,0.2,0
well the conference is 9pm so thats 5 here will try my best to keep u informed hehe,0.722,0.936,0.785,0.747,0.651,0.761,0.657,18,1.0,0.3,0
the ever so patient michael is back today business as usual for those of you who need to call customer service today lt 3,0.861,0.909,0.822,0.899,0.867,0.785,0.819,24,-0.125,0.125,0
listening to jack johnson aaah sometimes rainy days just feel so relaxing,0.749,0.751,0.923,0.958,0.886,0.78,0.656,12,0.0,0.0,0
the four stages of vice pose depression overthinking anger,0.725,0.709,0.814,0.849,0.71,0.756,0.849,9,-0.7,0.2,0
regular katsu and spam musibi gettin fat,0.866,0.848,0.881,0.93,0.873,0.849,0.872,7,0.0,0.07692307692307693,0
just received the best text in my life from mat am officially in love lol a,0.78,0.829,0.711,0.883,0.844,0.661,0.659,16,0.7666666666666666,0.5333333333333333,0
beyonce does the birdie song i thought you might enjoy this,0.898,0.888,0.86,0.979,0.906,0.833,0.753,11,0.4,0.5,0
and if the heat does not get you watch out for those crazed disney fanatics,0.687,0.657,0.542,0.707,0.623,0.752,0.702,15,0.0,0.0,0
kcm87 x lol thats so funny and completely unfortunate lol i can proudly say i didnt fart,0.607,0.665,0.556,0.751,0.714,0.704,0.797,17,0.43000000000000005,0.8800000000000001,0
im so tired like my life is one huge chasm of depression and maybe i should go on priv about this yeah,0.464,0.584,0.54,0.464,0.441,0.52,0.752,22,2.7755575615628914e-17,0.8,0
it is my one year wedding anniversary today the time sure has flown,0.937,0.851,0.709,0.876,0.935,0.672,0.638,13,0.5,0.8888888888888888,0
good monday morning to all my twitter friends,0.883,0.954,0.629,0.926,0.874,0.7,0.67,8,0.7,0.6000000000000001,0
hiya sir it is a beautiful day in atlanta perhaps a bit on the hot side around 90ish today but no complaints from me,0.847,0.829,0.858,0.919,0.861,0.83,0.836,24,0.55,0.925,0
aj rafael awesome musician famous on youtube covered your song do not forget please watch it it is good,0.85,0.855,0.793,0.921,0.813,0.69,0.75,19,0.7333333333333334,0.8666666666666667,0
janine whoa dude hahah u really put the things i sent u sa fb ahhaha gee tnx janine,0.822,0.877,0.84,0.826,0.83,0.691,0.684,18,0.2,0.2,0
am bored gonna paint my nails and then watch driving lessons in bed,0.565,0.863,0.716,0.619,0.63,0.617,0.811,13,-0.5,1.0,0
hopes everyone has a blessed day 2day is payday yay e yay,0.858,0.798,0.772,0.882,0.871,0.706,0.648,12,0.0,0.0,0
no tropical depression gonna steal my sun away mm i feel lucky today emoji multiple musical notes,0.858,0.875,0.804,0.897,0.948,0.792,0.703,17,0.1111111111111111,0.2777777777777778,0
it is hermione that is a brilliant costume,0.76,0.679,0.687,0.733,0.818,0.549,0.618,8,0.9,1.0,0
open invite to my tweeps my degree show lsad clare st limerick 13th june 6pm meet up get pissed all welcome let me know,0.73,0.897,0.69,0.699,0.723,0.725,0.772,24,0.26666666666666666,0.4666666666666666,0
hey yes i am am from east lothian you know it how is dundee at this time of year,0.912,0.782,0.891,0.857,0.964,0.862,0.909,19,0.0,0.0,0
i like being pleasantly surprised by movies it was perfect for my lazy saturday afternoon,0.769,0.768,0.748,0.878,0.734,0.841,0.733,15,0.2833333333333334,0.9666666666666667,0
yet it is you i see wasting the dream that only i deserve will tear off your face to see your smile lt 3,0.617,0.762,0.522,0.677,0.619,0.693,0.706,24,0.15,0.55,0
ma buddi boi is dying over here lol please say hi he amp i would smile about it,0.645,0.678,0.789,0.726,0.748,0.789,0.637,18,0.55,0.39999999999999997,0
heyy san thanks for follownya yaa,0.819,0.838,0.831,0.932,0.881,0.627,0.657,6,0.2,0.2,0
depression anxiety and panic attacks are not the signs of weakness,0.734,0.752,0.88,0.792,0.805,0.902,0.602,11,0.0,0.0,0
hope you like it even if it is not fiction,0.459,0.634,0.729,0.787,0.701,0.725,0.416,10,0.0,0.0,0
http twitpic com 5cnwp my landscape paint for art lesson it looks better in life eiffel tower,0.908,1.0,0.938,0.946,0.907,0.802,0.846,17,0.5,0.5,0
woke up to derek sheppards voice,0.895,0.899,0.876,0.924,0.878,0.734,0.762,6,0.0,0.0,0
morning everyone sat with dye in my hair so on here for a nosey 4half hour xx,0.831,0.935,0.855,0.692,0.862,0.758,0.745,17,0.0,0.0,0
blue skies bright and sunny still wish david luck for mee,0.942,0.907,0.644,0.901,0.925,0.658,0.653,11,0.35000000000000003,0.44999999999999996,0
have been taking naps at like 6 or 7 and sleeping clear through the night lately never thought would say it but thank god for depression emoji face with tears of joy,0.7,0.821,0.739,0.741,0.609,0.697,0.755,32,0.35000000000000003,0.39444444444444443,0
have not been able to sleep at all i think will watch ugly betty online,0.679,0.768,0.785,0.713,0.613,0.696,0.751,15,-0.09999999999999998,0.8125,0
the quot bring me for the interesting friend quot with thing am tired off to bed,0.696,0.78,0.785,0.879,0.567,0.83,0.704,16,0.04999999999999999,0.6,0
happy mothers day the greatest mothers day gift is too see our kids serving god,0.842,0.88,0.676,0.939,0.824,0.647,0.604,15,0.9,1.0,0
i hate you you hate danny and robin hood and theyre like the best things in my life ever danny jones will hear of yo,0.588,0.714,0.673,0.698,0.622,0.539,0.771,25,-0.20000000000000004,0.7000000000000001,0
thanks,0.767,0.707,0.786,0.803,0.895,0.649,0.652,1,0.2,0.2,0
daily or regular activity will go a long way in keeping both person and it can help memory keep the person alert and active and helps fight and many more to know more offer,0.831,0.829,0.661,0.701,0.647,0.58,0.625,34,0.1880952380952381,0.3681318681318681,0
had a great early morning workout getting ready for work,0.962,0.966,0.706,0.855,0.769,0.606,0.627,10,0.3666666666666667,0.5166666666666667,0
the gymnasts,1,0.916,0.846,0.921,0.954,0.79,0.797,2,0.0,0.0,0
depression and drug addiction is not a good blend,0.591,0.615,0.596,0.653,0.55,0.652,0.74,9,-0.35,0.6000000000000001,0
wow nu stiam ca citesti amdoar18ani ro,0.907,0.8,0.83,0.84,0.889,0.712,0.739,7,0.1,1.0,0
wow today was an interesting day tommrow isnt going to be any better im sore from lifting yea so txt me im going to be moving all day,0.763,0.792,0.701,0.588,0.657,0.614,0.67,28,0.3666666666666667,0.6666666666666666,0
reposting via i am because you were doing my best to keep your legacy of mental,0.597,0.798,0.675,0.753,0.822,0.803,0.552,16,0.45,0.25,0
oh i see lol yup my turn nukka ready to go to the ghetto of orange county x santaana babiiiiiii,0.905,0.881,0.978,1,0.972,0.946,0.815,20,0.5,0.6,0
experts say anxiety and depression top the list of reasons people have trouble sleeping,0.695,0.673,0.729,0.769,0.569,0.671,0.799,14,0.15,0.35,0
people continuously fall to self related stress angst depression because of the lack of love for themselves it is easy to hurt for anything especially when you have not even cultivated a beautiful relationship with within yourself,0.45,0.488,0.515,0.573,0.45,0.468,0.675,37,0.35666666666666663,0.7666666666666667,0
ah livin the life and what a sweet life it is,0.866,0.81,0.681,0.911,0.863,0.632,0.722,11,0.35,0.65,0
i am now vice president of social and cultural affairs at southwestern college,0.856,0.779,0.853,0.94,0.914,0.834,0.615,13,0.06666666666666667,0.08333333333333334,0
king thanks david for the offer i live in melbourne but am coming to la in september maybe lunch when i visit,0.924,0.946,0.969,1,0.936,0.939,0.788,22,0.16818181818181818,0.35,0
www myspace com andybrainsforbreakfast check it give me some shows to play,0.857,0.917,0.83,0.809,0.867,0.831,0.811,12,0.0,0.0,0
i m mean thats rich coming from you i still loveeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeeee you though xxxxxxxxxx,0.74,0.746,0.677,0.861,0.712,0.7,0.712,14,0.03125,0.71875,0
